sample_name,sex,dataset,super-population,sub-population
NA19722,Female,ThousandGenomes,AMR,MXL
NA19723,Male,ThousandGenomes,AMR,MXL
NA19724,Male,ThousandGenomes,AMR,MXL
NA19725,Female,ThousandGenomes,AMR,MXL
NA19726,Male,ThousandGenomes,AMR,MXL
NA19727,Male,ThousandGenomes,AMR,MXL
NA19728,Female,ThousandGenomes,AMR,MXL
NA19729,Male,ThousandGenomes,AMR,MXL
NA19730,Female,ThousandGenomes,AMR,MXL
NA19731,Female,ThousandGenomes,AMR,MXL
NA19732,Male,ThousandGenomes,AMR,MXL
NA19733,Female,ThousandGenomes,AMR,MXL
NA19734,Female,ThousandGenomes,AMR,MXL
NA19735,Male,ThousandGenomes,AMR,MXL
NA19740,Female,ThousandGenomes,AMR,MXL
NA19741,Male,ThousandGenomes,AMR,MXL
NA19746,Female,ThousandGenomes,AMR,MXL
NA19747,Male,ThousandGenomes,AMR,MXL
NA19748,Female,ThousandGenomes,AMR,MXL
NA19749,Female,ThousandGenomes,AMR,MXL
NA19750,Male,ThousandGenomes,AMR,MXL
NA19751,Male,ThousandGenomes,AMR,MXL
NA19752,Female,ThousandGenomes,AMR,MXL
NA19755,Female,ThousandGenomes,AMR,MXL
NA19756,Male,ThousandGenomes,AMR,MXL
NA19757,Male,ThousandGenomes,AMR,MXL
NA19758,Female,ThousandGenomes,AMR,MXL
NA19759,Male,ThousandGenomes,AMR,MXL
NA19760,Female,ThousandGenomes,AMR,MXL
NA19761,Female,ThousandGenomes,AMR,MXL
NA19762,Male,ThousandGenomes,AMR,MXL
NA19763,Female,ThousandGenomes,AMR,MXL
NA19764,Female,ThousandGenomes,AMR,MXL
NA19770,Female,ThousandGenomes,AMR,MXL
NA19771,Male,ThousandGenomes,AMR,MXL
NA19772,Male,ThousandGenomes,AMR,MXL
NA19773,Female,ThousandGenomes,AMR,MXL
NA19774,Male,ThousandGenomes,AMR,MXL
NA19775,Female,ThousandGenomes,AMR,MXL
NA19776,Female,ThousandGenomes,AMR,MXL
NA19777,Male,ThousandGenomes,AMR,MXL
NA19778,Male,ThousandGenomes,AMR,MXL
NA19779,Female,ThousandGenomes,AMR,MXL
NA19780,Male,ThousandGenomes,AMR,MXL
NA19781,Female,ThousandGenomes,AMR,MXL
NA19782,Female,ThousandGenomes,AMR,MXL
NA19783,Male,ThousandGenomes,AMR,MXL
NA19784,Male,ThousandGenomes,AMR,MXL
NA19785,Female,ThousandGenomes,AMR,MXL
NA19786,Male,ThousandGenomes,AMR,MXL
NA19787,Male,ThousandGenomes,AMR,MXL
NA19788,Female,ThousandGenomes,AMR,MXL
NA19789,Male,ThousandGenomes,AMR,MXL
NA19790,Female,ThousandGenomes,AMR,MXL
NA19792,Male,ThousandGenomes,AMR,MXL
NA19794,Female,ThousandGenomes,AMR,MXL
NA19795,Male,ThousandGenomes,AMR,MXL
NA19796,Male,ThousandGenomes,AMR,MXL
NA19818,Male,ThousandGenomes,AFR,ASW
NA19819,Female,ThousandGenomes,AFR,ASW
NA19828,Male,ThousandGenomes,AFR,ASW
NA19834,Male,ThousandGenomes,AFR,ASW
NA19835,Female,ThousandGenomes,AFR,ASW
NA19836,Female,ThousandGenomes,AFR,ASW
NA19900,Male,ThousandGenomes,AFR,ASW
NA19901,Female,ThousandGenomes,AFR,ASW
NA19902,Female,ThousandGenomes,AFR,ASW
NA19904,Male,ThousandGenomes,AFR,ASW
NA19908,Male,ThousandGenomes,AFR,ASW
NA19909,Female,ThousandGenomes,AFR,ASW
NA19913,Female,ThousandGenomes,AFR,ASW
NA19914,Female,ThousandGenomes,AFR,ASW
NA19916,Male,ThousandGenomes,AFR,ASW
NA19917,Female,ThousandGenomes,AFR,ASW
NA19918,Male,ThousandGenomes,AFR,ASW
NA19919,Male,ThousandGenomes,AFR,ASW
NA19920,Male,ThousandGenomes,AFR,ASW
NA19921,Female,ThousandGenomes,AFR,ASW
NA19922,Male,ThousandGenomes,AFR,ASW
NA19923,Female,ThousandGenomes,AFR,ASW
NA19924,Female,ThousandGenomes,AFR,ASW
NA19982,Male,ThousandGenomes,AFR,ASW
NA19983,Female,ThousandGenomes,AFR,ASW
NA19984,Male,ThousandGenomes,AFR,ASW
NA20126,Male,ThousandGenomes,AFR,ASW
NA20127,Female,ThousandGenomes,AFR,ASW
NA20128,Female,ThousandGenomes,AFR,ASW
NA20129,Female,ThousandGenomes,AFR,ASW
NA20274,Female,ThousandGenomes,AFR,ASW
NA20276,Female,ThousandGenomes,AFR,ASW
NA20278,Male,ThousandGenomes,AFR,ASW
NA20279,Male,ThousandGenomes,AFR,ASW
NA20281,Male,ThousandGenomes,AFR,ASW
NA20282,Female,ThousandGenomes,AFR,ASW
NA20287,Female,ThousandGenomes,AFR,ASW
NA20289,Female,ThousandGenomes,AFR,ASW
NA20291,Male,ThousandGenomes,AFR,ASW
NA20294,Female,ThousandGenomes,AFR,ASW
NA20296,Female,ThousandGenomes,AFR,ASW
NA20298,Male,ThousandGenomes,AFR,ASW
NA20299,Female,ThousandGenomes,AFR,ASW
NA20314,Female,ThousandGenomes,AFR,ASW
NA20317,Female,ThousandGenomes,AFR,ASW
NA20318,Male,ThousandGenomes,AFR,ASW
NA20320,Female,ThousandGenomes,AFR,ASW
NA20321,Female,ThousandGenomes,AFR,ASW
NA20332,Female,ThousandGenomes,AFR,ASW
NA20334,Female,ThousandGenomes,AFR,ASW
NA20339,Female,ThousandGenomes,AFR,ASW
NA20340,Male,ThousandGenomes,AFR,ASW
NA20342,Male,ThousandGenomes,AFR,ASW
NA20346,Male,ThousandGenomes,AFR,ASW
NA20348,Male,ThousandGenomes,AFR,ASW
NA20351,Male,ThousandGenomes,AFR,ASW
NA20355,Female,ThousandGenomes,AFR,ASW
NA20356,Male,ThousandGenomes,AFR,ASW
NA20357,Female,ThousandGenomes,AFR,ASW
NA20358,Male,ThousandGenomes,AFR,ASW
NA20359,Female,ThousandGenomes,AFR,ASW
NA20362,Male,ThousandGenomes,AFR,ASW
NA20412,Female,ThousandGenomes,AFR,ASW
NA20502,Female,ThousandGenomes,EUR,TSI
NA20503,Female,ThousandGenomes,EUR,TSI
NA20504,Female,ThousandGenomes,EUR,TSI
NA20505,Female,ThousandGenomes,EUR,TSI
NA20506,Unknown,ThousandGenomes,EUR,TSI
NA20507,Female,ThousandGenomes,EUR,TSI
NA20508,Female,ThousandGenomes,EUR,TSI
NA20509,Male,ThousandGenomes,EUR,TSI
NA20510,Male,ThousandGenomes,EUR,TSI
NA20511,Male,ThousandGenomes,EUR,TSI
NA20512,Male,ThousandGenomes,EUR,TSI
NA20513,Male,ThousandGenomes,EUR,TSI
NA20514,Female,ThousandGenomes,EUR,TSI
NA20515,Male,ThousandGenomes,EUR,TSI
NA20516,Male,ThousandGenomes,EUR,TSI
NA20517,Female,ThousandGenomes,EUR,TSI
NA20518,Male,ThousandGenomes,EUR,TSI
NA20519,Male,ThousandGenomes,EUR,TSI
NA20520,Male,ThousandGenomes,EUR,TSI
NA20521,Male,ThousandGenomes,EUR,TSI
NA20522,Female,ThousandGenomes,EUR,TSI
NA20524,Male,ThousandGenomes,EUR,TSI
NA20525,Male,ThousandGenomes,EUR,TSI
NA20527,Male,ThousandGenomes,EUR,TSI
NA20528,Male,ThousandGenomes,EUR,TSI
NA20529,Female,ThousandGenomes,EUR,TSI
NA20530,Unknown,ThousandGenomes,EUR,TSI
NA20531,Female,ThousandGenomes,EUR,TSI
NA20532,Male,ThousandGenomes,EUR,TSI
NA20533,Unknown,ThousandGenomes,EUR,TSI
NA20534,Male,ThousandGenomes,EUR,TSI
NA20535,Female,ThousandGenomes,EUR,TSI
NA20536,Male,ThousandGenomes,EUR,TSI
NA20538,Male,ThousandGenomes,EUR,TSI
NA20539,Male,ThousandGenomes,EUR,TSI
NA20540,Female,ThousandGenomes,EUR,TSI
NA20541,Female,ThousandGenomes,EUR,TSI
NA20542,Female,ThousandGenomes,EUR,TSI
NA20543,Male,ThousandGenomes,EUR,TSI
NA20544,Male,ThousandGenomes,EUR,TSI
NA20581,Male,ThousandGenomes,EUR,TSI
NA20582,Female,ThousandGenomes,EUR,TSI
NA20585,Female,ThousandGenomes,EUR,TSI
NA20586,Male,ThousandGenomes,EUR,TSI
NA20587,Female,ThousandGenomes,EUR,TSI
NA20588,Male,ThousandGenomes,EUR,TSI
NA20589,Female,ThousandGenomes,EUR,TSI
NA20752,Male,ThousandGenomes,EUR,TSI
NA20753,Female,ThousandGenomes,EUR,TSI
NA20754,Male,ThousandGenomes,EUR,TSI
NA20755,Male,ThousandGenomes,EUR,TSI
NA20756,Female,ThousandGenomes,EUR,TSI
NA20757,Female,ThousandGenomes,EUR,TSI
NA20758,Male,ThousandGenomes,EUR,TSI
NA20759,Male,ThousandGenomes,EUR,TSI
NA20760,Female,ThousandGenomes,EUR,TSI
NA20761,Female,ThousandGenomes,EUR,TSI
NA20762,Male,ThousandGenomes,EUR,TSI
NA20763,Male,ThousandGenomes,EUR,TSI
NA20764,Female,ThousandGenomes,EUR,TSI
NA20765,Male,ThousandGenomes,EUR,TSI
NA20766,Female,ThousandGenomes,EUR,TSI
NA20767,Male,ThousandGenomes,EUR,TSI
NA20768,Female,ThousandGenomes,EUR,TSI
NA20769,Female,ThousandGenomes,EUR,TSI
NA20770,Male,ThousandGenomes,EUR,TSI
NA20771,Female,ThousandGenomes,EUR,TSI
NA20772,Female,ThousandGenomes,EUR,TSI
NA20773,Female,ThousandGenomes,EUR,TSI
NA20774,Female,ThousandGenomes,EUR,TSI
NA20775,Female,ThousandGenomes,EUR,TSI
NA20778,Male,ThousandGenomes,EUR,TSI
NA20783,Male,ThousandGenomes,EUR,TSI
NA20785,Male,ThousandGenomes,EUR,TSI
NA20786,Female,ThousandGenomes,EUR,TSI
NA20787,Male,ThousandGenomes,EUR,TSI
NA20790,Female,ThousandGenomes,EUR,TSI
NA20792,Male,ThousandGenomes,EUR,TSI
NA20795,Female,ThousandGenomes,EUR,TSI
NA20796,Male,ThousandGenomes,EUR,TSI
NA20797,Female,ThousandGenomes,EUR,TSI
NA20798,Male,ThousandGenomes,EUR,TSI
NA20799,Female,ThousandGenomes,EUR,TSI
NA20800,Female,ThousandGenomes,EUR,TSI
NA20801,Male,ThousandGenomes,EUR,TSI
NA20802,Female,ThousandGenomes,EUR,TSI
NA20803,Male,ThousandGenomes,EUR,TSI
NA20804,Female,ThousandGenomes,EUR,TSI
NA20805,Male,ThousandGenomes,EUR,TSI
NA20806,Male,ThousandGenomes,EUR,TSI
NA20807,Female,ThousandGenomes,EUR,TSI
NA20808,Female,ThousandGenomes,EUR,TSI
NA20809,Male,ThousandGenomes,EUR,TSI
NA20810,Male,ThousandGenomes,EUR,TSI
NA20811,Male,ThousandGenomes,EUR,TSI
NA20812,Male,ThousandGenomes,EUR,TSI
NA20813,Female,ThousandGenomes,EUR,TSI
NA20814,Male,ThousandGenomes,EUR,TSI
NA20815,Male,ThousandGenomes,EUR,TSI
NA20818,Female,ThousandGenomes,EUR,TSI
NA20819,Female,ThousandGenomes,EUR,TSI
NA20821,Female,ThousandGenomes,EUR,TSI
NA20822,Female,ThousandGenomes,EUR,TSI
NA20826,Female,ThousandGenomes,EUR,TSI
NA20827,Male,ThousandGenomes,EUR,TSI
NA20828,Female,ThousandGenomes,EUR,TSI
NA20832,Unknown,ThousandGenomes,EUR,TSI
NA20845,Male,ThousandGenomes,SAS,GIH
NA20846,Male,ThousandGenomes,SAS,GIH
NA20847,Female,ThousandGenomes,SAS,GIH
NA20849,Female,ThousandGenomes,SAS,GIH
NA20850,Male,ThousandGenomes,SAS,GIH
NA20851,Female,ThousandGenomes,SAS,GIH
NA20852,Male,ThousandGenomes,SAS,GIH
NA20853,Female,ThousandGenomes,SAS,GIH
NA20854,Female,ThousandGenomes,SAS,GIH
NA20856,Female,ThousandGenomes,SAS,GIH
NA20858,Male,ThousandGenomes,SAS,GIH
NA20859,Female,ThousandGenomes,SAS,GIH
NA20861,Male,ThousandGenomes,SAS,GIH
NA20862,Female,ThousandGenomes,SAS,GIH
NA20863,Male,ThousandGenomes,SAS,GIH
NA20864,Male,ThousandGenomes,SAS,GIH
NA20866,Male,ThousandGenomes,SAS,GIH
NA20867,Male,ThousandGenomes,SAS,GIH
NA20868,Female,ThousandGenomes,SAS,GIH
NA20869,Female,ThousandGenomes,SAS,GIH
NA20870,Male,ThousandGenomes,SAS,GIH
NA20872,Female,ThousandGenomes,SAS,GIH
NA20874,Female,ThousandGenomes,SAS,GIH
NA20875,Female,ThousandGenomes,SAS,GIH
NA20876,Female,ThousandGenomes,SAS,GIH
NA20877,Female,ThousandGenomes,SAS,GIH
NA20878,Female,ThousandGenomes,SAS,GIH
NA20881,Female,ThousandGenomes,SAS,GIH
NA20882,Female,ThousandGenomes,SAS,GIH
NA20884,Male,ThousandGenomes,SAS,GIH
NA20885,Male,ThousandGenomes,SAS,GIH
NA20886,Female,ThousandGenomes,SAS,GIH
NA20887,Male,ThousandGenomes,SAS,GIH
NA20888,Female,ThousandGenomes,SAS,GIH
NA20889,Male,ThousandGenomes,SAS,GIH
NA20890,Male,ThousandGenomes,SAS,GIH
NA20891,Male,ThousandGenomes,SAS,GIH
NA20892,Female,ThousandGenomes,SAS,GIH
NA20894,Female,ThousandGenomes,SAS,GIH
NA20895,Male,ThousandGenomes,SAS,GIH
NA20896,Female,ThousandGenomes,SAS,GIH
NA20897,Male,ThousandGenomes,SAS,GIH
NA20899,Female,ThousandGenomes,SAS,GIH
NA20900,Female,ThousandGenomes,SAS,GIH
NA20901,Male,ThousandGenomes,SAS,GIH
NA20902,Female,ThousandGenomes,SAS,GIH
NA20903,Male,ThousandGenomes,SAS,GIH
NA20904,Male,ThousandGenomes,SAS,GIH
NA20905,Male,ThousandGenomes,SAS,GIH
NA20906,Female,ThousandGenomes,SAS,GIH
NA20908,Female,ThousandGenomes,SAS,GIH
NA20910,Female,ThousandGenomes,SAS,GIH
NA20911,Male,ThousandGenomes,SAS,GIH
NA21086,Female,ThousandGenomes,SAS,GIH
NA21087,Male,ThousandGenomes,SAS,GIH
NA21088,Female,ThousandGenomes,SAS,GIH
NA21089,Female,ThousandGenomes,SAS,GIH
NA21090,Male,ThousandGenomes,SAS,GIH
NA21091,Male,ThousandGenomes,SAS,GIH
NA21092,Male,ThousandGenomes,SAS,GIH
NA21093,Male,ThousandGenomes,SAS,GIH
NA21094,Male,ThousandGenomes,SAS,GIH
NA21095,Male,ThousandGenomes,SAS,GIH
NA21097,Female,ThousandGenomes,SAS,GIH
NA21098,Male,ThousandGenomes,SAS,GIH
NA21099,Male,ThousandGenomes,SAS,GIH
NA21100,Male,ThousandGenomes,SAS,GIH
NA21101,Female,ThousandGenomes,SAS,GIH
NA21102,Female,ThousandGenomes,SAS,GIH
NA21103,Female,ThousandGenomes,SAS,GIH
NA21104,Male,ThousandGenomes,SAS,GIH
NA21105,Male,ThousandGenomes,SAS,GIH
NA21106,Female,ThousandGenomes,SAS,GIH
NA21107,Male,ThousandGenomes,SAS,GIH
NA21108,Female,ThousandGenomes,SAS,GIH
NA21109,Male,ThousandGenomes,SAS,GIH
NA21110,Female,ThousandGenomes,SAS,GIH
NA21111,Male,ThousandGenomes,SAS,GIH
NA21112,Male,ThousandGenomes,SAS,GIH
NA21113,Male,ThousandGenomes,SAS,GIH
NA21114,Male,ThousandGenomes,SAS,GIH
NA21115,Male,ThousandGenomes,SAS,GIH
NA21116,Male,ThousandGenomes,SAS,GIH
NA21117,Male,ThousandGenomes,SAS,GIH
NA21118,Male,ThousandGenomes,SAS,GIH
NA21119,Male,ThousandGenomes,SAS,GIH
NA21120,Female,ThousandGenomes,SAS,GIH
NA21122,Female,ThousandGenomes,SAS,GIH
NA21123,Male,ThousandGenomes,SAS,GIH
NA21124,Male,ThousandGenomes,SAS,GIH
NA21125,Female,ThousandGenomes,SAS,GIH
NA21126,Male,ThousandGenomes,SAS,GIH
NA21127,Male,ThousandGenomes,SAS,GIH
NA21128,Male,ThousandGenomes,SAS,GIH
NA21129,Male,ThousandGenomes,SAS,GIH
NA21130,Male,ThousandGenomes,SAS,GIH
NA21133,Male,ThousandGenomes,SAS,GIH
NA21135,Male,ThousandGenomes,SAS,GIH
NA21137,Female,ThousandGenomes,SAS,GIH
NA21141,Female,ThousandGenomes,SAS,GIH
NA21142,Female,ThousandGenomes,SAS,GIH
NA21143,Female,ThousandGenomes,SAS,GIH
NA21144,Female,ThousandGenomes,SAS,GIH
SS6004467,Male,HGDP,EAS,Dai
SS6004468,Male,HGDP,EUR,French
SS6004469,Male,HGDP,EAS,Han
SS6004470,Male,HGDP,AFR,Mandenka
SS6004471,Male,HGDP,AFR,MbutiPygmy
SS6004473,Male,HGDP,AFR,San
SS6004474,Male,HGDP,EUR,Sardinian
SS6004475,Male,HGDP,AFR,Yoruba
SS6004476,Male,HGDP,AMR,Karitiana
A0018-dna,Male,H3Africa,AFR,Benin
A0020-dna,Male,H3Africa,AFR,Benin
A0023-dna,Male,H3Africa,AFR,Benin
A0028-dna,Female,H3Africa,AFR,Benin
A0036-dna,Male,H3Africa,AFR,Benin
A0038-dna,Male,H3Africa,AFR,Benin
A0039-dna,Male,H3Africa,AFR,Benin
A0045-dna,Female,H3Africa,AFR,Benin
A0046-dna,Female,H3Africa,AFR,Benin
A0047-dna,Female,H3Africa,AFR,Benin
A0051-dna,Male,H3Africa,AFR,Benin
A0065-dna,Male,H3Africa,AFR,Benin
A0071-dna,Female,H3Africa,AFR,Benin
A0077-dna,Female,H3Africa,AFR,Benin
A0080-dna,Male,H3Africa,AFR,Benin
A0082-dna,Male,H3Africa,AFR,Benin
A0088-dna,Female,H3Africa,AFR,Benin
A0094-dna,Male,H3Africa,AFR,Benin
A0128-dna,Female,H3Africa,AFR,Benin
A0131-dna,Female,H3Africa,AFR,Benin
A0148-dna,Female,H3Africa,AFR,Benin
A0152-dna,Male,H3Africa,AFR,Benin
A0162-dna,Male,H3Africa,AFR,Benin
A0196-dna,Female,H3Africa,AFR,Benin
A0217-dna,Female,H3Africa,AFR,Benin
A0232-dna,Male,H3Africa,AFR,Benin
A0234-dna,Male,H3Africa,AFR,Benin
A0277-dna,Female,H3Africa,AFR,Benin
A0279-dna,Male,H3Africa,AFR,Benin
A0283-dna,Female,H3Africa,AFR,Benin
A0299-dna,Male,H3Africa,AFR,Benin
A0313-dna,Female,H3Africa,AFR,Benin
A0314-dna,Female,H3Africa,AFR,Benin
A0326-dna,Male,H3Africa,AFR,Benin
A0329-dna,Female,H3Africa,AFR,Benin
A0337-dna,Male,H3Africa,AFR,Benin
A0339-dna,Female,H3Africa,AFR,Benin
A0340-dna,Female,H3Africa,AFR,Benin
A0343-dna,Male,H3Africa,AFR,Benin
A0344-dna,Female,H3Africa,AFR,Benin
A0357-dna,Female,H3Africa,AFR,Benin
AC00036FMCK,Female,H3Africa,AFR,Nigeria
AC00043UATH,Female,H3Africa,AFR,Nigeria
AC00083ADH,Female,H3Africa,AFR,Nigeria
AC00227UATH,Female,H3Africa,AFR,Nigeria
AC00228FMCK,Female,H3Africa,AFR,Nigeria
AC00288ADH,Female,H3Africa,AFR,Nigeria
AC00295FMCK,Female,H3Africa,AFR,Nigeria
AC00300UATH,Female,H3Africa,AFR,Nigeria
AC00307GHA,Female,H3Africa,AFR,Nigeria
AC00319GHA,Female,H3Africa,AFR,Nigeria
AC00332ADH,Female,H3Africa,AFR,Nigeria
AC00346ADH,Female,H3Africa,AFR,Nigeria
AC00445UATH,Female,H3Africa,AFR,Nigeria
AC00450UATH,Female,H3Africa,AFR,Nigeria
AC00452FMCK,Female,H3Africa,AFR,Nigeria
AC00453ADH,Female,H3Africa,AFR,Nigeria
AC00453FMCK,Female,H3Africa,AFR,Nigeria
AC00470GHA,Female,H3Africa,AFR,Nigeria
AC00475ADH,Female,H3Africa,AFR,Nigeria
AC00491NHA,Female,H3Africa,AFR,Nigeria
AC00492NHA,Female,H3Africa,AFR,Nigeria
AC00509NHA,Female,H3Africa,AFR,Nigeria
AC00539ADH,Female,H3Africa,AFR,Nigeria
AC00551FMCK,Female,H3Africa,AFR,Nigeria
AC00552FMCK,Female,H3Africa,AFR,Nigeria
AC00564FMCK,Female,H3Africa,AFR,Nigeria
AC00585NHA,Female,H3Africa,AFR,Nigeria
AC00636GHA,Female,H3Africa,AFR,Nigeria
AC00647GHA,Female,H3Africa,AFR,Nigeria
AC00739FMCK,Female,H3Africa,AFR,Nigeria
AC00776FMCK,Female,H3Africa,AFR,Nigeria
AC00871FMCK,Female,H3Africa,AFR,Nigeria
AC00961GHA,Female,H3Africa,AFR,Nigeria
AC01013NHA,Female,H3Africa,AFR,Nigeria
AC01135FMCK,Female,H3Africa,AFR,Nigeria
AC01162NHA,Female,H3Africa,AFR,Nigeria
AC01175FMCK,Female,H3Africa,AFR,Nigeria
AC01214FMCK,Female,H3Africa,AFR,Nigeria
AC01219GHA,Female,H3Africa,AFR,Nigeria
AC01220GHA,Female,H3Africa,AFR,Nigeria
AC01272GHA,Female,H3Africa,AFR,Nigeria
AC01276GHA,Female,H3Africa,AFR,Nigeria
AC01277GHA,Female,H3Africa,AFR,Nigeria
AC01287GHA,Female,H3Africa,AFR,Nigeria
AC01329FMCK,Female,H3Africa,AFR,Nigeria
AC01372FMCK,Female,H3Africa,AFR,Nigeria
AC01463FMCK,Female,H3Africa,AFR,Nigeria
AC01497FMCK,Female,H3Africa,AFR,Nigeria
AC01508GHA,Female,H3Africa,AFR,Nigeria
BWR0009,Male,H3Africa,AFR,Botswanna
BWR0010,Female,H3Africa,AFR,Botswanna
BWR0011,Female,H3Africa,AFR,Botswanna
BWR0012,Female,H3Africa,AFR,Botswanna
BWR0013,Female,H3Africa,AFR,Botswanna
BWR0016,Female,H3Africa,AFR,Botswanna
BWR0018,Female,H3Africa,AFR,Botswanna
BWR0019,Male,H3Africa,AFR,Botswanna
BWR0026,Female,H3Africa,AFR,Botswanna
BWR0027,Female,H3Africa,AFR,Botswanna
BWR0029,Female,H3Africa,AFR,Botswanna
BWR0032,Male,H3Africa,AFR,Botswanna
BWR0033,Female,H3Africa,AFR,Botswanna
BWR0039,Male,H3Africa,AFR,Botswanna
BWR0041,Male,H3Africa,AFR,Botswanna
BWR0042,Male,H3Africa,AFR,Botswanna
BWR0043,Male,H3Africa,AFR,Botswanna
BWR0045,Male,H3Africa,AFR,Botswanna
BWR0047,Male,H3Africa,AFR,Botswanna
BWR0051,Female,H3Africa,AFR,Botswanna
BWR0057,Male,H3Africa,AFR,Botswanna
BWR0060,Male,H3Africa,AFR,Botswanna
BWR0063,Female,H3Africa,AFR,Botswanna
BWR0064,Female,H3Africa,AFR,Botswanna
BWR0070,Male,H3Africa,AFR,Botswanna
BWR0077,Male,H3Africa,AFR,Botswanna
BWR0079,Male,H3Africa,AFR,Botswanna
BWR0081,Male,H3Africa,AFR,Botswanna
BWR0086,Male,H3Africa,AFR,Botswanna
BWR0087,Female,H3Africa,AFR,Botswanna
BWR0093,Female,H3Africa,AFR,Botswanna
BWR0094,Male,H3Africa,AFR,Botswanna
BWR0099,Male,H3Africa,AFR,Botswanna
BWR0103,Male,H3Africa,AFR,Botswanna
BWR0104,Female,H3Africa,AFR,Botswanna
BWR0105,Male,H3Africa,AFR,Botswanna
BWR0106,Male,H3Africa,AFR,Botswanna
BWR0108,Male,H3Africa,AFR,Botswanna
BWR0111,Female,H3Africa,AFR,Botswanna
BWR0122,Female,H3Africa,AFR,Botswanna
BWR0131,Female,H3Africa,AFR,Botswanna
BWR0132,Male,H3Africa,AFR,Botswanna
BWR0133,Female,H3Africa,AFR,Botswanna
BWR0134,Male,H3Africa,AFR,Botswanna
BWR0140,Female,H3Africa,AFR,Botswanna
BWR0152,Female,H3Africa,AFR,Botswanna
BWR0165,Male,H3Africa,AFR,Botswanna
BWR0169,Female,H3Africa,AFR,Botswanna
CB12,Male,H3Africa,AFR,Cameroon
CB14,Female,H3Africa,AFR,Cameroon
CB15,Male,H3Africa,AFR,Cameroon
CB16,Male,H3Africa,AFR,Cameroon
CB17,Male,H3Africa,AFR,Cameroon
CB24,Male,H3Africa,AFR,Cameroon
CB29,Male,H3Africa,AFR,Cameroon
CB31,Male,H3Africa,AFR,Cameroon
CB32,Female,H3Africa,AFR,Cameroon
CB33,Female,H3Africa,AFR,Cameroon
CB7,Female,H3Africa,AFR,Cameroon
CF24,Male,H3Africa,AFR,Cameroon
CF25,Male,H3Africa,AFR,Cameroon
CF26,Female,H3Africa,AFR,Cameroon
CF27,Male,H3Africa,AFR,Cameroon
CF30,Male,H3Africa,AFR,Cameroon
CF37,Male,H3Africa,AFR,Cameroon
CF46,Female,H3Africa,AFR,Cameroon
CF49,Female,H3Africa,AFR,Cameroon
CP17,Female,H3Africa,AFR,Cameroon
CP28,Female,H3Africa,AFR,Cameroon
CP36,Female,H3Africa,AFR,Cameroon
CP38,Male,H3Africa,AFR,Cameroon
CP40,Female,H3Africa,AFR,Cameroon
CP48,Female,H3Africa,AFR,Cameroon
CP9,Unknown,H3Africa,AFR,Cameroon
HZS0Q,Male,H3Africa,AFR,Mossi
HZT0R,Female,H3Africa,AFR,Mossi
HZW0T,Male,H3Africa,AFR,Mossi
HZX0V,Female,H3Africa,AFR,Mossi
HZZ0X,Male,H3Africa,AFR,Mossi
IAA0B,Female,H3Africa,AFR,Mossi
IAC0D,Male,H3Africa,AFR,Mossi
IAD0E,Female,H3Africa,AFR,Mossi
IAG0H,Female,H3Africa,AFR,Mossi
IAI0J,Male,H3Africa,AFR,Mossi
IAJ0K,Female,H3Africa,AFR,Mossi
IAL0M,Male,H3Africa,AFR,Mossi
IAM0N,Female,H3Africa,AFR,Mossi
IAP0Q,Male,H3Africa,AFR,Mossi
IAQ0R,Female,H3Africa,AFR,Mossi
IAS0T,Male,H3Africa,AFR,Mossi
IAW0X,Male,H3Africa,AFR,Mossi
IAX0Y,Female,H3Africa,AFR,Mossi
IAZ0B,Male,H3Africa,AFR,Mossi
IBA0D,Female,H3Africa,AFR,Mossi
IBC0F,Male,H3Africa,AFR,Mossi
IBD0G,Female,H3Africa,AFR,Mossi
IBF0I,Male,H3Africa,AFR,Mossi
IBG0J,Female,H3Africa,AFR,Mossi
IBI0L,Male,H3Africa,AFR,Mossi
IBJ0M,Female,H3Africa,AFR,Mossi
IBL0P,Male,H3Africa,AFR,Mossi
IBM0Q,Female,H3Africa,AFR,Mossi
IBP0S,Male,H3Africa,AFR,Mossi
IBQ0T,Female,H3Africa,AFR,Mossi
IBT0X,Female,H3Africa,AFR,Mossi
LZN0A,Female,H3Africa,AFR,Kassena
LZP0B,Male,H3Africa,AFR,Kassena
PAP0K,Male,H3Africa,AFR,Kassena
PAS0N,Male,H3Africa,AFR,Kassena
PAT0P,Female,H3Africa,AFR,Kassena
PAV0Q,Male,H3Africa,AFR,Kassena
PAZ0V,Female,H3Africa,AFR,Kassena
PBA0X,Male,H3Africa,AFR,Kassena
PBC0A,Female,H3Africa,AFR,Kassena
PBD0B,Female,H3Africa,AFR,Kassena
PBG0E,Male,H3Africa,AFR,Kassena
PBH0F,Female,H3Africa,AFR,Kassena
PBK0I,Male,H3Africa,AFR,Kassena
PBM0K,Female,H3Africa,AFR,Kassena
PBP0M,Male,H3Africa,AFR,Kassena
PBV0S,Male,H3Africa,AFR,Kassena
PBW0T,Female,H3Africa,AFR,Kassena
PCA0A,Male,H3Africa,AFR,Kassena
PCC0C,Female,H3Africa,AFR,Kassena
PCD0D,Male,H3Africa,AFR,Kassena
PCG0G,Female,H3Africa,AFR,Kassena
PDT0W,Female,H3Africa,AFR,Kassena
PEC0G,Female,H3Africa,AFR,Kassena
PZK0G,Male,H3Africa,AFR,Kassena
PZR0M,Female,H3Africa,AFR,Kassena
